Horse,Wins,Starts,Places,AvgOdds,WinRate
金多令(K018),0,2,0,70.0,0.0
金佰令(G434),0,4,1,32.2,0.0
野田冰峰(K935),0,1,0,94.0,0.0
銀光奔騰(K425),0,2,0,73.5,0.0
銀亮濠俠(J532),0,10,0,91.5,0.0
金駒永騰(J398),0,10,0,58.6,0.0
金風萬里(K150),0,5,1,9.0,0.0
金鑽貴人(G180),0,2,0,22.0,0.0
金鑽精靈(J397),0,6,0,46.2,0.0
金鑽八十(J521),0,6,0,53.4,0.0
金鎗武士(H024),0,1,0,14.0,0.0
金聚星(J287),0,1,0,191.0,0.0
金發銀發(G112),0,10,0,47.4,0.0
金玉良言(J499),0,2,0,64.0,0.0
金獅勝將(J004),0,7,1,8.4,0.0
金滙千帥(J498),0,4,1,38.0,0.0
金榜之星(J120),0,3,0,7.8,0.0
金快飛飛(K121),0,3,0,16.5,0.0
加州本事(J370),0,6,1,54.2,0.0
錶之星球(K151),0,6,1,40.2,0.0
錶之將來(G222),0,2,0,22.0,0.0
錶之五知(G286),0,9,0,39.4,0.0
錢程萬里(K212),0,3,0,102.0,0.0
錢多多(E397),0,8,1,21.0,0.0
鋼鐵戰士(J497),0,3,0,86.7,0.0
鋒王(J101),0,9,1,59.3,0.0
鋁神(K105),0,3,0,29.8,0.0
銳者勝(K164),0,4,0,197.2,0.0
銳義(K072),0,5,0,188.8,0.0
銳一(J037),0,13,3,19.1,0.0
銘記知友(J282),0,3,0,6.8,0.0
銀騰(J078),0,8,2,20.3,0.0
銀皇興標(H420),0,13,0,55.8,0.0
銀火箭(K220),0,3,0,134.7,0.0
銀刺勇士(J043),0,8,2,21.6,0.0
利衍天下(J226),0,8,2,39.4,0.0
利不可擋(J458),0,5,0,147.0,0.0
別具風味(K901),0,1,0,11.0,0.0
初戀(J355),0,4,1,11.5,0.0
凱皇寶(K396),0,3,0,39.7,0.0
凱明神駒(K190),0,13,0,61.5,0.0
凱旋時光(H142),0,9,0,49.7,0.0
凱旋幸運(H409),0,12,6,15.6,0.0
凱旋七福(J005),0,13,3,25.6,0.0
凡喜(K019),0,1,0,42.0,0.0
凡凡有餘(J364),0,4,0,29.1,0.0
凝聚美麗(J299),0,8,1,37.2,0.0
凝妙星(K444),0,1,0,9.8,0.0
凌風傲雪(K025),0,3,0,12.4,0.0
錶之福將(J349),0,4,0,86.0,0.0
錶之極光(K097),0,9,2,25.0,0.0
八心八箭(H088),0,2,0,9.6,0.0
八勇士(J257),0,1,0,31.0,0.0
全城帶勝(H200),0,9,0,35.8,0.0
光輝歲月(J508),0,5,0,33.2,0.0
長峰小子(K117),0,3,0,133.7,0.0
長勝隊長(K379),0,1,0,49.0,0.0
長勝金剛(K266),0,5,0,77.0,0.0
長勝威龍(J464),0,8,0,118.1,0.0
鑽飾翱翔(G201),0,11,3,8.7,0.0
鑽石寶寶(G063),0,10,1,34.4,0.0
鑽得勝(K216),0,3,0,7.9,0.0
鐵甲驌龍(J459),0,5,0,58.8,0.0
鐵三角(H073),0,5,1,25.6,0.0
錶壇精英(H185),0,1,0,29.0,0.0
錶之量子(H166),0,7,2,6.9,0.0
前衛火影(K103),0,5,1,60.2,0.0
陸小鳳(K282),0,3,0,12.2,0.0
開運王(J449),0,4,0,70.0,0.0
開心馬(H061),0,7,1,17.2,0.0
開心老友(K213),0,7,0,137.4,0.0
開心百合(J525),0,4,0,147.5,0.0
開心漢子(H101),0,2,0,15.8,0.0
開心之旅(J469),0,4,0,110.0,0.0
開心三多(H293),0,10,0,39.7,0.0
閃電箭(K360),0,2,0,98.0,0.0
閃電星福(K431),0,1,0,16.0,0.0
閃電(G130),0,7,0,32.5,0.0
冠輝皇(K269),0,1,0,10.0,0.0
共同輝煌(J429),0,4,0,117.0,0.0
八駿高昇(J476),0,4,0,84.0,0.0
八里旺(J243),0,5,0,126.2,0.0
八正道(J149),0,12,1,33.8,0.0
雷神太保(K017),0,11,1,31.7,0.0
雪茄福星(K422),0,2,0,18.0,0.0
難以置信(J130),0,1,0,19.0,0.0
雙贏(H382),0,9,1,11.1,0.0
雙星報喜(K126),0,4,0,48.5,0.0
雙天寳馬(J212),0,6,0,87.0,0.0
雅典武士(H007),0,8,1,13.5,0.0
雄昇勇士(J067),0,11,2,21.7,0.0
雄彬飛翔(J262),0,5,0,123.4,0.0
隼風雲(K459),0,1,0,77.0,0.0
隨緣得勝(K223),0,2,0,68.5,0.0
隋我同來(K332),0,1,0,32.0,0.0
陽明閃耀(J160),0,5,0,60.0,0.0
陽明天空(G360),0,6,0,56.4,0.0
陽光燦爛(H484),0,5,0,23.4,0.0
陸知(G120),0,5,0,20.7,0.0
先見(H820),0,1,1,3.5,0.0
兄弟再盈(K045),0,2,0,110.5,0.0
優悠俠(H053),0,7,0,31.6,0.0
儀琪之寶(H351),0,6,0,22.1,0.0
傳承者(J111),0,17,1,24.2,0.0
傳承效應(K035),0,6,0,111.0,0.0
傲視同群(K357),0,2,0,78.0,0.0
傲然(K383),0,1,0,196.0,0.0
電訊子彈(J097),0,4,0,94.8,0.0
電玩精英(H356),0,9,1,29.0,0.0
電玩勇士(J178),0,2,0,40.5,0.0
電氣騎士(G258),0,9,0,88.2,0.0
電子達人(H310),0,2,0,99.0,0.0
電子精彩(H304),0,5,1,16.5,0.0
電子宇宙(H151),0,11,0,40.6,0.0
電光有力(K304),0,2,0,156.5,0.0
頌星(K343),0,1,0,60.0,0.0
順成之星(K287),0,5,1,44.6,0.0
順善寶(K239),0,3,0,68.0,0.0
韋金主(K061),0,2,0,39.0,0.0
非惟僥倖(J050),0,5,3,22.4,0.0
非凡龍駒(J438),0,3,0,139.7,0.0
非凡時刻(K275),0,3,0,7.5,0.0
非凡之星(G396),0,4,1,22.0,0.0
霹靂威龍(J281),0,1,0,171.0,0.0
電路豪傑(J347),0,4,0,54.5,0.0
電路十號(G429),0,6,1,23.3,0.0
電路九號(G140),0,1,0,16.0,0.0
電路七號(D474),0,6,1,13.0,0.0
電路一百(K308),0,2,0,128.5,0.0
電訊龍駒(H322),0,7,3,7.5,0.0
光年八十(H170),0,11,2,51.9,0.0
健而快(J495),0,7,0,52.1,0.0
健康高球(J424),0,6,0,139.3,0.0
健康愉快(D435),0,9,2,48.0,0.0
假日福星(J240),0,3,0,38.0,0.0
保羅承傳(C517),0,2,0,107.5,0.0
俏郎中(G389),0,12,3,13.5,0.0
俊才(K013),0,4,0,72.0,0.0
侯爵(K925),0,1,0,6.1,0.0
風中勁松(G081),0,3,0,21.7,0.0
顯勝高昇(K409),0,1,0,21.0,0.0
顯力之城(J491),0,4,0,171.5,0.0
顏色王子(E418),0,1,1,13.0,0.0
領頭先駒(G313),0,6,0,13.4,0.0
領航破浪(K299),0,3,0,147.0,0.0
領航君子(K310),0,2,1,15.5,0.0
領創動力(J058),0,14,4,10.7,0.0
你知我醒(K182),0,2,0,12.0,0.0
佛亮老撾(K174),0,8,3,12.2,0.0
伊臣(G061),0,10,3,13.4,0.0
令狐沖(J341),0,1,0,100.0,0.0
今朝更好(H361),0,3,0,16.7,0.0
飛越星空(J328),0,8,0,39.1,0.0
飛舞心靈(K912),0,1,0,51.0,0.0
飛天王(J522),0,1,0,113.0,0.0
飛來閃耀(K175),0,6,2,20.8,0.0
風雷暴(J069),0,3,1,9.4,0.0
風采人生(J366),0,12,0,38.4,0.0
風繼續吹(E471),0,15,2,22.9,0.0
風生水起(H340),0,2,1,18.5,0.0
風火猴王(J511),0,2,0,51.0,0.0
風火恆雲(H388),0,10,1,10.2,0.0
風林火山(J471),0,6,0,103.2,0.0
香港精神(D241),0,13,2,18.8,0.0
首駿(K189),0,6,1,39.5,0.0
首飾悟空(K314),0,5,0,30.0,0.0
飛龍在天(K411),0,1,0,6.5,0.0
飛黃(J406),0,11,3,20.7,0.0
飛馬更威(K187),0,2,0,112.5,0.0
飛馬先生(K472),0,1,0,21.0,0.0
飛雲(H320),0,9,2,10.7,0.0
飛雪神駒(K251),0,3,0,21.0,0.0
飛輪霸(K320),0,2,2,9.4,0.0
飛躍精英(H247),0,10,3,13.3,0.0
飛躍成就(K112),0,7,2,11.8,0.0
佳駿年年(K286),0,3,0,161.3,0.0
佳運財(E269),0,3,0,112.0,0.0
佳登(K162),0,5,0,144.2,0.0
佳尊三(D186),0,7,0,28.3,0.0
亞洲力量(E400),0,2,0,39.5,0.0
亞機拉(H113),0,12,0,33.4,0.0
九秒九(E495),0,4,1,26.5,0.0
九尾狐(J059),0,6,0,41.2,0.0
九因歌(J230),0,10,0,77.2,0.0
九五赤兔(H257),0,8,0,62.6,0.0
乘數表(K352),0,1,0,69.0,0.0
駿先生(H180),0,9,1,49.6,0.0
駟跑得(G095),0,13,3,16.0,0.0
馬達(K165),0,5,2,27.0,0.0
馬梟雄(G410),0,1,0,20.0,0.0
馬有運(H121),0,9,1,17.0,0.0
馬利奧(J100),0,3,0,60.3,0.0
馬主雄風(H047),0,9,1,21.4,0.0
馬上盈(J394),0,8,1,62.9,0.0
香飄萬里(H437),0,3,0,6.4,0.0
驕陽萬里(K071),0,3,0,92.7,0.0
驍勇者(H307),0,2,0,49.0,0.0
驍勇善戰(J029),0,5,0,28.5,0.0
騰飛塔(D500),0,1,0,16.0,0.0
駿馬為伍(J404),0,8,0,61.4,0.0
駿馬之星(J368),0,9,1,36.8,0.0
駿馬之寶(J373),0,3,0,72.0,0.0
駿馬之光(K159),0,1,0,100.0,0.0
駿皇金(J329),0,6,1,61.8,0.0
駿皇勝(J411),0,2,0,214.5,0.0
駿河灣(J022),0,1,0,55.0,0.0
駿彩飛馳(J252),0,14,4,32.5,0.0
駿寶(G261),0,1,0,9.9,0.0
仁仁之寶(G119),0,6,0,36.0,0.0
亮寶(K067),0,7,1,14.4,0.0
交學費(K361),0,3,0,53.7,0.0
齋月(K309),0,2,0,17.5,0.0
鼓浪好友(J217),0,8,1,9.9,0.0
黑白(H466),0,10,1,17.9,0.0
黃金騎士(K341),0,2,0,73.0,0.0
黃金見聞(J165),0,6,0,114.5,0.0
黃腳鱲(G326),0,11,1,21.3,0.0
鮮紅葉(K924),0,1,0,16.0,0.0
魔法速遞(H290),0,12,5,7.2,0.0
魔法豆(J549),0,5,0,136.8,0.0
魅影獵飛(G317),0,1,1,4.3,0.0
魅力知遇(G426),0,5,0,61.8,0.0
魅力知耀(K428),0,3,0,99.0,0.0
久久為金(J110),0,6,0,28.8,0.0
中華英雄(G402),0,8,2,35.6,0.0
中國心(K395),0,1,1,10.0,0.0
世界籐王(G384),0,6,1,22.8,0.0
怪獸奇兵(E369),0,8,1,17.8,0.0
怪獸叉燒(K415),0,2,0,107.5,0.0
怡昌奇兵(J176),0,8,2,28.5,0.0
怡心聲(E114),0,2,0,42.5,0.0
怡勁力(H141),0,11,0,60.0,0.0
快馬加鞭(H144),0,11,3,15.3,0.0
快趣神舟(H375),0,1,0,124.0,0.0
快狠準(H012),0,5,0,53.0,0.0
一生好彩(K114),0,7,2,9.0,0.0
龍城金將(H413),0,1,0,44.0,0.0
龍又生(J269),0,9,0,88.4,0.0
龍傲綾羅(K318),0,2,0,15.1,0.0
龍之邦(K079),0,1,0,107.0,0.0
龍之珍(J202),0,1,0,5.4,0.0
龍之光(K091),0,8,0,20.5,0.0
齋月(K911),0,1,0,79.0,0.0
