HorseID,Horse,RunStyle,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate
G365,舞林密碼(G365),Midpack,2,4,2,10.48,50.0,50.0
H109,超超比(H109),Closer,2,4,2,4.75,50.0,50.0
H281,美麗緣分(H281),Midpack,2,4,3,16.12,50.0,75.0
H294,美麗第一(H294),Frontrunner,2,4,3,7.5,50.0,75.0
H411,氣勢(H411),Frontrunner,2,4,3,1.65,50.0,75.0
H412,球星(H412),Midpack,2,4,2,5.72,50.0,50.0
J024,智智多寶(J024),Closer,2,4,2,3.68,50.0,50.0
J142,開心寶寶(J142),Frontrunner,2,4,3,6.1,50.0,75.0
J155,好精神(J155),Midpack,2,4,3,5.48,50.0,75.0
J277,包裝天將(J277),Frontrunner,2,4,3,3.78,50.0,75.0
J277,包裝天將(J277),Midpack,2,4,4,2.38,50.0,100.0
J325,真心傳奇(J325),Midpack,2,4,4,3.03,50.0,100.0
K032,首飾天空(K032),Closer,2,4,3,1.8,50.0,75.0
K130,光年魅力(K130),Midpack,2,4,4,1.75,50.0,100.0
K146,幸運多彩(K146),Closer,2,4,3,36.25,50.0,75.0
K249,寶進(K249),Frontrunner,2,4,3,7.2,50.0,75.0
C460,木火同明(C460),Frontrunner,1,4,2,16.0,25.0,50.0
C531,人和家盛(C531),Midpack,1,4,2,20.0,25.0,50.0
D359,冠寶駒(D359),Midpack,1,4,1,30.92,25.0,25.0
E144,澳華威威(E144),Closer,1,4,1,15.85,25.0,25.0
E301,電源之駒(E301),Midpack,1,4,3,7.82,25.0,75.0
E346,旌鷹(E346),Midpack,1,4,1,8.43,25.0,25.0
E403,荃程路通(E403),Frontrunner,1,4,1,16.02,25.0,25.0
G078,綫路神驊(G078),Midpack,1,4,1,13.62,25.0,25.0
G210,威力飛彈(G210),Midpack,1,4,1,38.0,25.0,25.0
G229,龍船快(G229),Frontrunner,1,4,1,23.62,25.0,25.0
G231,美麗奔馳(G231),Closer,1,4,1,48.25,25.0,25.0
G264,皇帝英明(G264),Closer,1,4,1,31.25,25.0,25.0
G277,極速滿貫(G277),Midpack,1,4,2,22.75,25.0,50.0
G400,同滿滿(G400),Frontrunner,1,4,1,6.75,25.0,25.0
G462,堅有利(G462),Closer,1,4,1,3.85,25.0,25.0
G467,雪勇神駒(G467),Midpack,1,4,2,11.08,25.0,50.0
H018,鼓浪飛凡(H018),Frontrunner,1,4,2,15.48,25.0,50.0
H059,正氣青驅(H059),Frontrunner,1,4,3,19.25,25.0,75.0
H068,妙玲瓏(H068),Frontrunner,1,4,3,18.42,25.0,75.0
H069,超霸勝(H069),Closer,1,4,2,9.12,25.0,50.0
H116,大學生(H116),Midpack,1,4,2,17.25,25.0,50.0
H156,宇宙動力(H156),Midpack,1,4,1,28.88,25.0,25.0
H212,禪勝輝煌(H212),Frontrunner,1,4,4,11.85,25.0,100.0
H213,富喜來(H213),Midpack,1,4,1,14.02,25.0,25.0
H233,北海盜(H233),Closer,1,4,2,19.98,25.0,50.0
H273,至旺財(H273),Frontrunner,1,4,2,7.8,25.0,50.0
H278,你知我得(H278),Midpack,1,4,3,7.08,25.0,75.0
H364,非凡達(H364),Frontrunner,1,4,2,12.45,25.0,50.0
H373,光輝所願(H373),Midpack,1,4,2,11.52,25.0,50.0
H380,勁速威龍(H380),Closer,1,4,2,34.25,25.0,50.0
H383,春風萬里(H383),Closer,1,4,1,12.12,25.0,25.0
H384,火神神樂(H384),Midpack,1,4,2,7.1,25.0,50.0
H395,駿步騰飛(H395),Closer,1,4,1,15.28,25.0,25.0
H411,氣勢(H411),Midpack,1,4,2,3.45,25.0,50.0
H431,盈益善(H431),Midpack,1,4,3,3.75,25.0,75.0
H432,歡樂老撾(H432),Midpack,1,4,1,32.0,25.0,25.0
H461,金勝名駒(H461),Midpack,1,4,1,7.48,25.0,25.0
H465,全神貫注(H465),Closer,1,4,1,23.8,25.0,25.0
H472,江南勇士(H472),Closer,1,4,2,23.2,25.0,50.0
J016,荷花之星(J016),Midpack,1,4,1,34.9,25.0,25.0
J038,愛意龍(J038),Closer,1,4,1,15.5,25.0,25.0
J039,穿甲戰鷹(J039),Midpack,1,4,2,6.78,25.0,50.0
J047,幸運芙蓉(J047),Midpack,1,4,2,3.7,25.0,50.0
J080,川河型駒(J080),Frontrunner,1,4,1,9.1,25.0,25.0
J087,辣得金(J087),Midpack,1,4,2,36.25,25.0,50.0
J091,嘉應巨昇(J091),Frontrunner,1,4,1,12.4,25.0,25.0
J095,漣心星(J095),Frontrunner,1,4,2,10.18,25.0,50.0
J133,德心知遇(J133),Closer,1,4,2,38.5,25.0,50.0
J152,旋風傳奇(J152),Midpack,1,4,1,21.0,25.0,25.0
J153,運來伍寶(J153),Midpack,1,4,3,6.0,25.0,75.0
J168,金陽飛駒(J168),Closer,1,4,1,16.12,25.0,25.0
J180,友瑩仁(J180),Frontrunner,1,4,1,12.22,25.0,25.0
J205,超風速(J205),Frontrunner,1,4,2,16.8,25.0,50.0
J213,君智盛(J213),Midpack,1,4,2,14.98,25.0,50.0
J219,飲杯(J219),Midpack,1,4,1,5.52,25.0,25.0
J224,小飛俠(J224),Frontrunner,1,4,2,6.28,25.0,50.0
J228,精算激流(J228),Midpack,1,4,1,17.25,25.0,25.0
J260,一起美麗(J260),Closer,1,4,2,9.12,25.0,50.0
J263,遙遙領先(J263),Midpack,1,4,3,13.5,25.0,75.0
J303,得道猴王(J303),Midpack,1,4,1,9.38,25.0,25.0
J322,閃亮老撾(J322),Midpack,1,4,1,52.5,25.0,25.0
J323,鴻圖新星(J323),Midpack,1,4,1,7.68,25.0,25.0
J330,智跑得(J330),Midpack,1,4,3,11.1,25.0,75.0
J358,舉步生風(J358),Midpack,1,4,2,4.98,25.0,50.0
J402,金牌活力(J402),Frontrunner,1,4,1,30.62,25.0,25.0
J430,辰速密碼(J430),Frontrunner,1,4,1,21.22,25.0,25.0
J435,大老撾(J435),Frontrunner,1,4,1,23.5,25.0,25.0
J444,做好自己(J444),Frontrunner,1,4,3,19.8,25.0,75.0
J445,非凡豪傑(J445),Closer,1,4,2,26.0,25.0,50.0
J470,包裝明駒(J470),Midpack,1,4,2,7.85,25.0,50.0
J500,閃光燈(J500),Midpack,1,4,1,11.58,25.0,25.0
J513,輕功猛男(J513),Closer,1,4,1,56.25,25.0,25.0
J536,優才(J536),Midpack,1,4,1,10.25,25.0,25.0
J537,友愛心得(J537),Frontrunner,1,4,1,11.28,25.0,25.0
J542,巧眼光(J542),Midpack,1,4,1,6.85,25.0,25.0
K031,紫荊拼搏(K031),Closer,1,4,3,4.03,25.0,75.0
K033,安都(K033),Midpack,1,4,2,9.98,25.0,50.0
K110,肥仔精神(K110),Frontrunner,1,4,1,24.78,25.0,25.0
K131,盈好威楓(K131),Frontrunner,1,4,3,5.03,25.0,75.0
K136,笑喜喜(K136),Midpack,1,4,2,5.22,25.0,50.0
K169,假面騎士(K169),Frontrunner,1,4,1,13.72,25.0,25.0
K173,翠紅(K173),Frontrunner,1,4,1,10.35,25.0,25.0
K184,紅衣醒目(K184),Closer,1,4,3,5.55,25.0,75.0
K294,亨驥(K294),Closer,1,4,1,17.23,25.0,25.0
C461,自然力量(C461),Closer,0,4,0,69.5,0.0,0.0
D186,佳尊三(D186),Closer,0,4,0,28.25,0.0,0.0
D258,進優自在(D258),Closer,0,4,0,13.25,0.0,0.0
D387,精彩勇士(D387),Frontrunner,0,4,0,15.12,0.0,0.0
D387,精彩勇士(D387),Midpack,0,4,1,36.48,0.0,25.0
D435,健康愉快(D435),Midpack,0,4,0,55.0,0.0,0.0
D474,電路七號(D474),Midpack,0,4,1,13.25,0.0,25.0
D489,當家精神(D489),Closer,0,4,0,36.0,0.0,0.0
D489,當家精神(D489),Midpack,0,4,0,26.0,0.0,0.0
E204,萬里飛至(E204),Closer,0,4,0,26.25,0.0,0.0
E208,友誼至佳(E208),Closer,0,4,0,38.25,0.0,0.0
E221,攻頂(E221),Closer,0,4,0,65.75,0.0,0.0
E221,攻頂(E221),Frontrunner,0,4,2,31.5,0.0,50.0
E234,拍馬難追(E234),Frontrunner,0,4,0,20.0,0.0,0.0
E301,電源之駒(E301),Closer,0,4,1,76.5,0.0,25.0
E323,寶麗生輝(E323),Frontrunner,0,4,1,28.85,0.0,25.0
E346,旌鷹(E346),Frontrunner,0,4,0,8.12,0.0,0.0
E356,幸運有您(E356),Closer,0,4,0,110.5,0.0,0.0
E379,中華盛景(E379),Closer,0,4,0,50.5,0.0,0.0
E385,幸運旅程(E385),Closer,0,4,1,33.0,0.0,25.0
E397,錢多多(E397),Closer,0,4,0,27.0,0.0,0.0
E413,讓愛高飛(E413),Closer,0,4,0,26.0,0.0,0.0
E413,讓愛高飛(E413),Midpack,0,4,0,16.77,0.0,0.0
E435,佳運發(E435),Midpack,0,4,1,18.52,0.0,25.0
E467,東方飛影(E467),Midpack,0,4,1,35.02,0.0,25.0
E471,風繼續吹(E471),Midpack,0,4,0,33.25,0.0,0.0
E478,躡景追飛(E478),Closer,0,4,0,52.5,0.0,0.0
E490,金發盛世(E490),Closer,0,4,0,35.25,0.0,0.0
E490,金發盛世(E490),Midpack,0,4,0,34.5,0.0,0.0
G003,超悅明駒(G003),Midpack,0,4,0,7.18,0.0,0.0
G016,鈁糖武士(G016),Frontrunner,0,4,1,26.75,0.0,25.0
G026,揚威四方(G026),Closer,0,4,0,27.25,0.0,0.0
G031,精明勇駿(G031),Midpack,0,4,0,24.25,0.0,0.0
G045,威力奔騰(G045),Midpack,0,4,0,63.25,0.0,0.0
G051,華麗活力(G051),Midpack,0,4,0,7.2,0.0,0.0
G063,鑽石寶寶(G063),Midpack,0,4,0,33.5,0.0,0.0
G065,連連有盈(G065),Midpack,0,4,1,13.38,0.0,25.0
G103,多巴先生(G103),Midpack,0,4,0,34.5,0.0,0.0
G112,金發銀發(G112),Midpack,0,4,0,55.75,0.0,0.0
G123,縱橫天下(G123),Closer,0,4,0,26.25,0.0,0.0
G128,聚風雲(G128),Midpack,0,4,0,22.0,0.0,0.0
G129,無敵精英(G129),Closer,0,4,0,19.0,0.0,0.0
G130,閃電(G130),Closer,0,4,0,40.78,0.0,0.0
G192,大才(G192),Midpack,0,4,1,34.75,0.0,25.0
G236,安遇(G236),Midpack,0,4,0,23.22,0.0,0.0
G304,着着領先(G304),Midpack,0,4,0,27.25,0.0,0.0
G307,大力猴王(G307),Closer,0,4,1,26.12,0.0,25.0
G322,國大合(G322),Closer,0,4,0,23.05,0.0,0.0
G328,砂漿金剛(G328),Frontrunner,0,4,0,12.0,0.0,0.0
G328,砂漿金剛(G328),Midpack,0,4,3,21.1,0.0,75.0
G335,巴閉哥(G335),Midpack,0,4,0,59.2,0.0,0.0
G365,舞林密碼(G365),Frontrunner,0,4,2,9.52,0.0,50.0
G368,爆熱(G368),Midpack,0,4,1,19.0,0.0,25.0
G371,當年情(G371),Midpack,0,4,1,48.25,0.0,25.0
G389,俏郎中(G389),Midpack,0,4,0,11.48,0.0,0.0
G392,話你知(G392),Midpack,0,4,2,6.28,0.0,50.0
G408,宏才(G408),Closer,0,4,0,23.3,0.0,0.0
G408,宏才(G408),Midpack,0,4,2,13.92,0.0,50.0
G420,逐步贏(G420),Midpack,0,4,1,10.3,0.0,25.0
G426,魅力知遇(G426),Closer,0,4,0,66.0,0.0,0.0
G434,金佰令(G434),Midpack,0,4,1,32.25,0.0,25.0
G455,傑出漢子(G455),Closer,0,4,0,65.5,0.0,0.0
G455,傑出漢子(G455),Midpack,0,4,1,47.25,0.0,25.0
G461,滿歡笑(G461),Closer,0,4,0,58.0,0.0,0.0
G466,獨角獸(G466),Midpack,0,4,0,14.38,0.0,0.0
G470,樂捉鳥(G470),Midpack,0,4,1,36.25,0.0,25.0
H027,武林至尊(H027),Midpack,0,4,1,12.7,0.0,25.0
H028,嘉應勇士(H028),Midpack,0,4,1,19.82,0.0,25.0
H036,我為您(H036),Frontrunner,0,4,2,30.25,0.0,50.0
H059,正氣青驅(H059),Closer,0,4,0,26.65,0.0,0.0
H063,旅遊高球(H063),Closer,0,4,0,19.0,0.0,0.0
H066,美麗歡聲(H066),Frontrunner,0,4,0,20.72,0.0,0.0
H070,建測羣英(H070),Midpack,0,4,0,9.18,0.0,0.0
H081,水晶酒杯(H081),Midpack,0,4,0,46.75,0.0,0.0
H111,論文(H111),Midpack,0,4,1,17.45,0.0,25.0
H116,大學生(H116),Closer,0,4,1,38.5,0.0,25.0
H121,馬有運(H121),Midpack,0,4,0,7.62,0.0,0.0
H124,彩虹千里(H124),Closer,0,4,0,56.0,0.0,0.0
H147,加非凡(H147),Midpack,0,4,0,16.8,0.0,0.0
H149,迎樂(H149),Midpack,0,4,0,15.15,0.0,0.0
H153,歐洲傳奇(H153),Midpack,0,4,0,27.75,0.0,0.0
H156,宇宙動力(H156),Closer,0,4,0,94.5,0.0,0.0
H168,夢照發(H168),Midpack,0,4,1,16.5,0.0,25.0
H188,赤兔猴王(H188),Midpack,0,4,2,8.8,0.0,50.0
H229,運來勇士(H229),Frontrunner,0,4,1,15.95,0.0,25.0
H233,北海盜(H233),Frontrunner,0,4,1,24.0,0.0,25.0
H247,飛躍精英(H247),Closer,0,4,1,19.18,0.0,25.0
H266,爵登(H266),Closer,0,4,0,19.9,0.0,0.0
H273,至旺財(H273),Midpack,0,4,1,17.75,0.0,25.0
H276,一支箭(H276),Midpack,0,4,2,14.95,0.0,50.0
H290,魔法速遞(H290),Midpack,0,4,1,8.62,0.0,25.0
H301,賢者無敵(H301),Frontrunner,0,4,0,67.53,0.0,0.0
H303,好友心得(H303),Frontrunner,0,4,2,18.62,0.0,50.0
H317,花好月盈(H317),Midpack,0,4,1,13.58,0.0,25.0
H319,獨步天下(H319),Midpack,0,4,0,53.5,0.0,0.0
H322,電訊龍駒(H322),Closer,0,4,0,9.72,0.0,0.0
H323,耀寶駒(H323),Closer,0,4,1,25.72,0.0,25.0
H324,大千氣象(H324),Midpack,0,4,0,10.38,0.0,0.0
H328,綠族光芒(H328),Frontrunner,0,4,0,11.85,0.0,0.0
H331,賞豐泰(H331),Midpack,0,4,0,37.25,0.0,0.0
H337,自強不息(H337),Closer,0,4,0,28.58,0.0,0.0
H338,綠族無限(H338),Closer,0,4,0,50.0,0.0,0.0
H344,平海之星(H344),Closer,0,4,0,35.25,0.0,0.0
H351,儀琪之寶(H351),Closer,0,4,0,23.75,0.0,0.0
H353,高明力量(H353),Closer,0,4,1,27.18,0.0,25.0
H354,精算特殊(H354),Frontrunner,0,4,1,5.12,0.0,25.0
H358,青春力量(H358),Frontrunner,0,4,0,16.92,0.0,0.0
H362,寰宇豐采(H362),Frontrunner,0,4,2,11.7,0.0,50.0
H366,知道長勝(H366),Frontrunner,0,4,1,26.38,0.0,25.0
H374,背背龍(H374),Frontrunner,0,4,1,19.5,0.0,25.0
H377,無限美麗(H377),Closer,0,4,0,16.65,0.0,0.0
H382,雙贏(H382),Midpack,0,4,0,14.4,0.0,0.0
H384,火神神樂(H384),Closer,0,4,2,6.85,0.0,50.0
H390,太陽高高(H390),Midpack,0,4,0,29.62,0.0,0.0
H408,合夥奔馳(H408),Midpack,0,4,1,88.25,0.0,25.0
H409,凱旋幸運(H409),Closer,0,4,2,25.2,0.0,50.0
H410,龍之輝(H410),Midpack,0,4,0,35.88,0.0,0.0
H420,銀皇興標(H420),Frontrunner,0,4,0,88.75,0.0,0.0
H420,銀皇興標(H420),Midpack,0,4,0,45.5,0.0,0.0
H443,欣感(H443),Closer,0,4,0,107.5,0.0,0.0
H445,摩界(H445),Closer,0,4,0,54.0,0.0,0.0
H446,自己話事(H446),Frontrunner,0,4,0,37.1,0.0,0.0
H451,開心勇駒(H451),Midpack,0,4,1,35.25,0.0,25.0
H454,良駒好友(H454),Closer,0,4,0,17.65,0.0,0.0
H460,酷霸王(H460),Frontrunner,0,4,1,11.98,0.0,25.0
H460,酷霸王(H460),Midpack,0,4,2,6.2,0.0,50.0
H463,辣得凌厲(H463),Frontrunner,0,4,0,50.5,0.0,0.0
H464,機械騎士(H464),Midpack,0,4,0,13.5,0.0,0.0
H477,誠好運(H477),Midpack,0,4,0,47.28,0.0,0.0
H486,竣誠駒(H486),Midpack,0,4,0,16.05,0.0,0.0
H487,綫路光驊(H487),Closer,0,4,0,24.18,0.0,0.0
J020,跑得好快(J020),Closer,0,4,0,20.75,0.0,0.0
J025,真好運(J025),Midpack,0,4,0,11.12,0.0,0.0
J029,驍勇善戰(J029),Frontrunner,0,4,0,24.65,0.0,0.0
J035,果然得(J035),Frontrunner,0,4,2,6.7,0.0,50.0
J058,領創動力(J058),Frontrunner,0,4,2,7.15,0.0,50.0
J065,常常感恩(J065),Frontrunner,0,4,0,7.62,0.0,0.0
J067,雄昇勇士(J067),Frontrunner,0,4,1,22.25,0.0,25.0
J067,雄昇勇士(J067),Midpack,0,4,0,17.98,0.0,0.0
J076,聖托里尼(J076),Frontrunner,0,4,0,40.42,0.0,0.0
J078,銀騰(J078),Midpack,0,4,1,14.18,0.0,25.0
J086,旋風飛颺(J086),Midpack,0,4,2,8.5,0.0,50.0
J095,漣心星(J095),Closer,0,4,0,12.25,0.0,0.0
J101,鋒王(J101),Frontrunner,0,4,1,80.0,0.0,25.0
J108,挺秀騰飛(J108),Midpack,0,4,1,47.18,0.0,25.0
J110,久久為金(J110),Frontrunner,0,4,0,27.75,0.0,0.0
J127,太陽勇士(J127),Midpack,0,4,3,6.65,0.0,75.0
J134,太陽昇(J134),Closer,0,4,0,37.5,0.0,0.0
J137,本領非凡(J137),Midpack,0,4,1,11.88,0.0,25.0
J140,多利彩駒(J140),Midpack,0,4,1,12.58,0.0,25.0
J161,信心星(J161),Midpack,0,4,4,4.03,0.0,100.0
J162,神駒馬靈(J162),Closer,0,4,1,8.07,0.0,25.0
J164,時尚風趣(J164),Frontrunner,0,4,0,11.3,0.0,0.0
J165,黃金見聞(J165),Closer,0,4,0,117.0,0.0,0.0
J179,有心意(J179),Midpack,0,4,2,19.0,0.0,50.0
J180,友瑩仁(J180),Midpack,0,4,0,7.65,0.0,0.0
J187,朗日雪峰(J187),Midpack,0,4,1,10.32,0.0,25.0
J189,志敏將星(J189),Midpack,0,4,0,73.25,0.0,0.0
J194,超旺財(J194),Frontrunner,0,4,0,22.4,0.0,0.0
J197,大浪圖田(J197),Closer,0,4,2,14.25,0.0,50.0
J205,超風速(J205),Midpack,0,4,1,14.88,0.0,25.0
J210,發財鴻星(J210),Frontrunner,0,4,0,19.7,0.0,0.0
J219,飲杯(J219),Closer,0,4,2,8.98,0.0,50.0
J222,快樂高球(J222),Midpack,0,4,4,4.45,0.0,100.0
J223,新力驕(J223),Closer,0,4,1,55.0,0.0,25.0
J228,精算激流(J228),Closer,0,4,0,23.75,0.0,0.0
J241,燈胆皇(J241),Closer,0,4,0,37.5,0.0,0.0
J244,英勇快車(J244),Midpack,0,4,1,4.28,0.0,25.0
J248,綠色好威(J248),Frontrunner,0,4,0,39.75,0.0,0.0
J249,壯志凌雲(J249),Closer,0,4,0,69.5,0.0,0.0
J255,紅旺繽紛(J255),Closer,0,4,0,78.75,0.0,0.0
J260,一起美麗(J260),Midpack,0,4,1,5.15,0.0,25.0
J264,東昇鉞(J264),Closer,0,4,0,114.5,0.0,0.0
J265,肯佩斯(J265),Closer,0,4,0,40.25,0.0,0.0
J267,奮鬥心(J267),Midpack,0,4,0,15.22,0.0,0.0
J272,元朗精英(J272),Frontrunner,0,4,3,6.05,0.0,75.0
J273,準輝煌(J273),Midpack,0,4,3,3.15,0.0,75.0
J288,翠湖烈風(J288),Frontrunner,0,4,0,14.5,0.0,0.0
J295,會長之寶(J295),Midpack,0,4,1,27.25,0.0,25.0
J299,凝聚美麗(J299),Closer,0,4,0,56.0,0.0,0.0
J301,桃花開(J301),Closer,0,4,0,9.2,0.0,0.0
J308,洛河(J308),Frontrunner,0,4,2,30.65,0.0,50.0
J314,太行美景(J314),Closer,0,4,0,59.0,0.0,0.0
J320,河好運(J320),Midpack,0,4,2,8.57,0.0,50.0
J329,駿皇金(J329),Frontrunner,0,4,0,59.25,0.0,0.0
J352,質數(J352),Midpack,0,4,0,37.5,0.0,0.0
J355,初戀(J355),Closer,0,4,1,11.52,0.0,25.0
J360,三軍勇將(J360),Midpack,0,4,1,15.3,0.0,25.0
J369,志在福星(J369),Frontrunner,0,4,1,38.58,0.0,25.0
J374,一石二鳥(J374),Closer,0,4,0,69.75,0.0,0.0
J383,大番薯(J383),Closer,0,4,0,34.75,0.0,0.0
J383,大番薯(J383),Frontrunner,0,4,0,26.75,0.0,0.0
J388,勤德俱備(J388),Closer,0,4,0,15.28,0.0,0.0
J399,豐盛(J399),Closer,0,4,0,13.08,0.0,0.0
J403,同喜(J403),Midpack,0,4,0,15.62,0.0,0.0
J404,駿馬為伍(J404),Midpack,0,4,0,56.75,0.0,0.0
J413,環球英雄(J413),Midpack,0,4,0,38.17,0.0,0.0
J424,健康高球(J424),Closer,0,4,0,133.75,0.0,0.0
J425,極靈(J425),Closer,0,4,0,205.5,0.0,0.0
J427,逍遙人生(J427),Closer,0,4,0,35.33,0.0,0.0
J429,共同輝煌(J429),Closer,0,4,0,117.0,0.0,0.0
J432,綠色好景(J432),Midpack,0,4,0,59.62,0.0,0.0
J444,做好自己(J444),Midpack,0,4,0,47.25,0.0,0.0
J449,開運王(J449),Closer,0,4,0,70.0,0.0,0.0
J452,步風雷(J452),Midpack,0,4,2,35.78,0.0,50.0
J471,風林火山(J471),Closer,0,4,0,105.25,0.0,0.0
J477,可期而遇(J477),Midpack,0,4,0,16.38,0.0,0.0
J491,顯力之城(J491),Closer,0,4,0,171.5,0.0,0.0
J492,宇上龍騰(J492),Closer,0,4,0,54.75,0.0,0.0
J498,金滙千帥(J498),Closer,0,4,1,38.0,0.0,25.0
J501,綫路達飛(J501),Midpack,0,4,1,23.75,0.0,25.0
J502,蜜蜜送(J502),Midpack,0,4,2,16.5,0.0,50.0
J504,飈誌(J504),Closer,0,4,0,67.75,0.0,0.0
J509,祥勝將軍(J509),Midpack,0,4,1,68.5,0.0,25.0
J512,幸運夥伴(J512),Closer,0,4,0,95.25,0.0,0.0
J512,幸運夥伴(J512),Midpack,0,4,0,108.0,0.0,0.0
J513,輕功猛男(J513),Frontrunner,0,4,0,70.12,0.0,0.0
J513,輕功猛男(J513),Midpack,0,4,1,27.42,0.0,25.0
J514,勁沙塵(J514),Closer,0,4,1,40.9,0.0,25.0
J514,勁沙塵(J514),Midpack,0,4,2,9.45,0.0,50.0
J515,高感(J515),Closer,0,4,1,40.0,0.0,25.0
J523,勁者(J523),Frontrunner,0,4,2,6.1,0.0,50.0
J532,銀亮濠俠(J532),Midpack,0,4,0,85.5,0.0,0.0
J533,開心宇宙(J533),Closer,0,4,0,65.25,0.0,0.0
J540,樂勝天下(J540),Closer,0,4,1,26.4,0.0,25.0
K003,康昌之星(K003),Closer,0,4,1,38.6,0.0,25.0
K013,俊才(K013),Closer,0,4,0,72.0,0.0,0.0
K034,大師爺(K034),Closer,0,4,0,149.25,0.0,0.0
K035,傳承效應(K035),Closer,0,4,0,117.25,0.0,0.0
K038,魅力知福(K038),Midpack,0,4,2,10.78,0.0,50.0
K062,本領輝煌(K062),Midpack,0,4,2,12.12,0.0,50.0
K067,亮寶(K067),Frontrunner,0,4,1,9.32,0.0,25.0
K080,自動自覺(K080),Closer,0,4,0,58.25,0.0,0.0
K082,米奇(K082),Midpack,0,4,0,11.88,0.0,0.0
K091,龍之光(K091),Closer,0,4,0,21.75,0.0,0.0
K091,龍之光(K091),Midpack,0,4,0,19.23,0.0,0.0
K099,皇金合(K099),Frontrunner,0,4,0,81.25,0.0,0.0
K112,飛躍成就(K112),Closer,0,4,1,10.0,0.0,25.0
K114,一生好彩(K114),Closer,0,4,1,12.62,0.0,25.0
K115,東方福寶(K115),Closer,0,4,1,48.0,0.0,25.0
K115,東方福寶(K115),Frontrunner,0,4,0,102.75,0.0,0.0
K118,戀愛狂(K118),Closer,0,4,1,30.0,0.0,25.0
K126,雙星報喜(K126),Closer,0,4,0,48.5,0.0,0.0
K129,天將龍駒(K129),Closer,0,4,1,21.82,0.0,25.0
K129,天將龍駒(K129),Midpack,0,4,2,12.05,0.0,50.0
K132,團結戰靈(K132),Closer,0,4,0,107.25,0.0,0.0
K135,有色光輝(K135),Closer,0,4,0,54.25,0.0,0.0
K137,嘉力寶(K137),Closer,0,4,0,87.0,0.0,0.0
K143,籐王駒(K143),Closer,0,4,0,111.25,0.0,0.0
K150,金風萬里(K150),Closer,0,4,1,6.72,0.0,25.0
K151,錶之星球(K151),Closer,0,4,1,41.1,0.0,25.0
K160,清雲龍駒(K160),Midpack,0,4,0,39.5,0.0,0.0
K164,銳者勝(K164),Closer,0,4,0,197.25,0.0,0.0
K176,暴風之子(K176),Midpack,0,4,0,35.0,0.0,0.0
K190,凱明神駒(K190),Midpack,0,4,0,29.25,0.0,0.0
K198,建測精英(K198),Midpack,0,4,0,48.0,0.0,0.0
K200,十力(K200),Closer,0,4,0,94.75,0.0,0.0
K213,開心老友(K213),Midpack,0,4,0,146.25,0.0,0.0
K214,帝豪勝駒(K214),Closer,0,4,0,106.5,0.0,0.0
K226,龍文鞭影(K226),Closer,0,4,1,25.5,0.0,25.0
K254,同益善(K254),Closer,0,4,0,128.0,0.0,0.0
K266,長勝金剛(K266),Frontrunner,0,4,0,91.25,0.0,0.0
K271,有盈勇士(K271),Closer,0,4,0,90.75,0.0,0.0
K289,本能(K289),Closer,0,4,0,162.25,0.0,0.0
E436,遨遊氣泡(E436),Midpack,2,3,3,4.37,66.67,100.0
E494,飛騰騅(E494),Midpack,2,3,2,14.33,66.67,66.67
H228,實力哥(H228),Closer,2,3,3,5.87,66.67,100.0
H244,陽光勇士(H244),Midpack,2,3,3,1.77,66.67,100.0
H376,英駿飛駒(H376),Frontrunner,2,3,2,2.83,66.67,66.67
J184,超勁火力(J184),Frontrunner,2,3,2,8.67,66.67,66.67
J236,奮鬥輝煌(J236),Midpack,2,3,2,6.0,66.67,66.67
J260,一起美麗(J260),Frontrunner,2,3,2,10.5,66.67,66.67
J343,錶之星河(J343),Midpack,2,3,3,1.53,66.67,100.0
J454,包裝福星(J454),Midpack,2,3,3,4.23,66.67,100.0
J486,超加加(J486),Midpack,2,3,3,3.0,66.67,100.0
K007,泰泰精神(K007),Midpack,2,3,2,6.4,66.67,66.67
K141,時時歡欣(K141),Frontrunner,2,3,2,2.17,66.67,66.67
K153,南區之星(K153),Frontrunner,2,3,2,5.17,66.67,66.67
E294,天天得樂(E294),Midpack,1,3,1,4.97,33.33,33.33
G088,精選威(G088),Frontrunner,1,3,2,8.6,33.33,66.67
G115,木火兄弟(G115),Midpack,1,3,1,9.83,33.33,33.33
G125,得意佳作(G125),Frontrunner,1,3,1,13.4,33.33,33.33
G126,領航傳祺(G126),Midpack,1,3,1,15.67,33.33,33.33
G138,三江飛輪(G138),Midpack,1,3,1,26.33,33.33,33.33
G221,巴薩諾瓦(G221),Midpack,1,3,2,7.27,33.33,66.67
G249,健康心靈(G249),Closer,1,3,2,18.53,33.33,66.67
G268,勇敢巨星(G268),Frontrunner,1,3,2,15.77,33.33,66.67
G282,怪獸豪俠(G282),Frontrunner,1,3,1,8.43,33.33,33.33
G312,架勢奇爸(G312),Frontrunner,1,3,3,14.53,33.33,100.0
G322,國大合(G322),Midpack,1,3,1,19.67,33.33,33.33
G392,話你知(G392),Closer,1,3,1,5.63,33.33,33.33
G470,樂捉鳥(G470),Frontrunner,1,3,1,12.3,33.33,33.33
G471,勇威神駒(G471),Midpack,1,3,2,14.3,33.33,66.67
H009,還看今朝(H009),Frontrunner,1,3,2,15.67,33.33,66.67
H034,皮具大師(H034),Frontrunner,1,3,1,24.13,33.33,33.33
